Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|MagMod|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc
601|44:19.5|51.74665414|-102.0983556|44.7|20.76|37.87|13.41|33.92|52.58|333.956|45.829|27.999|0.02|0.041|0.026
602|44:30.0|51.7743132|-101.0434334|44.08|20.96|37.37|13.43|34.12|52.36|333.582|45.358|28.354|0.017|0.042|0.027
603|44:40.6|51.79170467|-99.98728592|44.59|21.23|37.03|13.39|34.13|52.11|334.721|45.612|29.272|0.015|0.043|0.027
604|44:51.1|51.79881178|-98.92970728|44.63|20.99|36.69|13.22|34.27|51.92|334.244|46.199|28.606|0.02|0.04|0.027
605|45:01.7|51.79561253|-97.87223873|44.04|21.44|36.38|13.4|34.29|51.76|334.22|48.091|27.76|0.02|0.041|0.027
606|45:12.2|51.78212137|-96.81571168|44.41|20.62|36.21|13.4|34.26|51.62|335.222|46.414|29.422|0.018|0.041|0.029
607|45:22.8|51.75834664|-95.75995643|44.43|21.02|36.32|13.3|34.49|51.82|334.938|45.693|30.157|0.019|0.042|0.027
608|45:33.4|51.7242903|-94.70510486|44.02|20.76|36.18|13.07|34.57|51.72|334.748|45.136|30.762|0.018|0.041|0.028
609|45:43.9|51.67997983|-93.65195646|44.47|21.31|35.92|12.85|34.24|51.26|334.42|45.499|30.696|0.021|0.041|0.027
610|45:54.5|51.62548994|-92.6017802|44.22|20.59|35.03|12.99|34.13|50.60|333.045|44.624|32.694|0.02|0.041|0.025
611|46:05.0|51.56089742|-91.55528548|43.97|22.14|34.94|12.99|34.07|50.50|333.918|45.402|33.556|0.016|0.042|0.026
612|46:15.6|51.48609834|-90.51058778|44.27|20.73|34.57|13.05|34.14|50.31|333.313|46.324|34.306|0.02|0.041|0.027
613|46:26.1|51.40130541|-89.47044359|44.18|21.56|34.37|12.74|34.12|50.08|332.906|46.432|34.744|0.019|0.041|0.027
614|46:36.7|51.30662114|-88.43543121|44.33|21.68|34.11|12.74|34.14|49.91|332.407|47.61|35.608|0.013|0.041|0.027
615|46:47.2|51.20209987|-87.40554401|44.04|21.2|33.74|12.79|34.03|49.60|332.678|49.395|34.886|0.02|0.041|0.024
616|46:57.8|51.0875093|-86.37839385|44.25|20.38|33.47|12.5|33.64|49.07|332.349|48.924|35.325|0.019|0.04|0.027
617|47:08.3|50.96332225|-85.35798519|44.61|19.84|33.1|12.57|33.76|48.92|331.833|48.848|36.516|0.02|0.04|0.027
618|47:18.9|50.82944874|-84.34308438|44.01|20.79|32.72|12.63|33.74|48.67|332.749|48.797|37.019|0.021|0.041|0.026
619|47:29.4|50.6861299|-83.33509739|44.06|20.11|32.33|12.38|33.68|48.30|333.757|48.553|38.45|0.017|0.039|0.026
620|47:40.0|50.53335901|-82.33353398|44.27|20.98|32.05|12.1|33.87|48.17|333.127|49.041|37.996|0.016|0.043|0.027
621|47:50.5|50.37117331|-81.33832352|44.11|20.6|31.72|12.24|33.71|47.88|332.458|49.294|38.359|0.019|0.042|0.026
622|48:01.1|50.19977559|-80.35037141|43.9|20.6|31.49|12.16|33.59|47.62|332.701|49.2|38.955|0.017|0.043|0.024
623|48:11.6|50.01979449|-79.37265713|44.2|18.49|31.16|12.32|33.93|47.69|332.675|50.124|38.283|0.017|0.041|0.026
624|48:22.2|49.83037637|-78.40013874|44.88|20.5|30.95|12.19|33.52|47.22|332.044|52.021|38.458|0.016|0.042|0.026
625|48:32.7|49.63210636|-77.43564106|44.24|20.9|30.54|12.27|33.29|46.81|331.428|52.543|37.852|0.015|0.041|0.026
626|48:43.3|49.42514012|-76.47951953|44.73|20.34|30.14|12.19|33.16|46.44|332.872|52.954|38.352|0.015|0.041|0.027
627|48:53.8|49.2094781|-75.53140894|44.33|23.1|29.9|11.92|33.44|46.41|333.569|53.309|38.938|0.019|0.041|0.026
628|49:04.4|48.98548214|-74.59250009|44.54|19.74|29.89|11.76|33.26|46.24|333.561|54.323|40.772|0.018|0.042|0.027
629|49:14.9|48.7533655|-73.66320026|44.02|20.93|29.56|11.46|33.12|45.85|333.725|52.44|41.62|0.013|0.041|0.023
630|49:25.5|48.51282778|-72.74192512|44.88|21.24|29.26|11.24|33.08|45.57|333.78|51.376|42.555|0.018|0.041|0.026
631|49:36.1|48.26440042|-71.83034155|44.08|20.71|29|11.2|32.83|45.21|333.945|52.783|43.796|0.018|0.042|0.025
632|49:46.6|48.00829771|-70.92875813|44.33|21.77|28.78|11.29|32.52|44.87|334.652|51.39|44.5|0.015|0.041|0.026
633|49:57.2|47.74414692|-70.03548636|44.18|20.79|28.53|11.09|32.88|44.92|334.038|50.742|43.561|0.016|0.041|0.028
634|50:07.7|47.47256581|-69.15224813|43.99|20.67|28.09|11.01|31.89|43.90|332.776|49.94|43.237|0.015|0.041|0.026
635|50:18.3|47.19295781|-68.27677813|44.82|20.9|27.62|10.68|31.73|43.40|332.596|49.37|43.849|0.015|0.041|0.028
636|50:28.8|46.90698708|-67.41382771|44.01|20.8|27.42|10.35|31.22|42.82|332.433|49.211|43.871|0.02|0.041|0.028
637|50:39.4|46.61348698|-66.55938598|44.31|21.15|27.1|10.37|31.45|42.79|332.192|50.44|42.758|0.02|0.041|0.026
638|50:50.0|46.31284238|-65.71426055|44.84|20.99|26.86|10.48|31.02|42.35|332.006|52.76|41.418|0.015|0.039|0.025
639|51:00.5|46.00578646|-64.88007594|44.25|20.83|26.66|10.59|30.89|42.16|332.176|53.528|41.097|0.021|0.04|0.028
640|51:11.1|45.69166057|-64.0546395|44.02|20.14|26.31|10.58|30.77|41.84|332.218|53.279|40.465|0.017|0.041|0.025
641|51:21.6|45.37127072|-63.23969048|44.08|21.34|25.98|10.47|30.11|41.12|332.194|52.441|41.148|0.017|0.041|0.027
642|51:32.2|45.04459468|-62.43473465|44.25|20.9|25.68|10.18|30.01|40.79|332.74|52.348|41.52|0.019|0.041|0.028
643|51:42.7|44.71104366|-61.63799278|43.97|22.78|25.4|9.83|29.98|40.50|332.777|52.545|42.597|0.014|0.042|0.026
644|51:53.3|44.37212273|-60.85266432|44.29|19.86|24.88|9.85|29.95|40.16|333.331|53.002|43.969|0.02|0.04|0.027
645|52:03.8|44.02708222|-60.07657046|44.73|21.46|24.64|9.7|29.62|39.73|334.305|53.778|43.434|0.017|0.041|0.027
646|52:14.4|43.67606059|-59.30967841|44.82|20.91|24.39|9.57|29.39|39.37|333.739|52.342|44.163|0.017|0.041|0.025
647|52:25.0|43.31876457|-58.55104374|44.25|20.56|24.21|9.49|28.92|38.89|333.869|51.94|44.973|0.017|0.041|0.024
648|52:35.5|42.9565253|-57.80312171|44.7|21.33|23.91|9.54|28.31|38.26|333.57|50.051|45.893|0.02|0.042|0.029
649|52:46.1|42.58857498|-57.06393417|44.24|20.81|23.74|9.54|28.71|38.46|332.525|51.435|46.989|0.013|0.04|0.028
650|52:56.6|42.21604378|-56.33536029|43.97|21.44|23.7|9.31|27.96|37.82|332.899|52.176|45.686|0.02|0.041|0.028
651|53:07.2|41.83743966|-55.61414388|44.47|22.93|23.48|9.03|27.59|37.34|332.568|51.443|45.558|0.016|0.039|0.025
652|53:17.7|41.45412924|-54.90258406|44.27|20.77|23.22|8.97|27.29|36.94|331.647|52.492|46.208|0.016|0.04|0.028
653|53:28.3|41.06617594|-54.20041274|44.61|20.63|22.73|8.83|26.58|36.07|331.551|52.058|45.367|0.022|0.041|0.027
654|53:38.8|40.67296686|-53.50619644|44.27|20.97|22.57|8.69|26.45|35.84|331.126|53.459|44.104|0.018|0.041|0.028
655|53:49.4|40.27502703|-52.82056409|44.22|22.31|22.39|8.65|25.72|35.18|330.176|53.407|42.617|0.014|0.04|0.026
656|54:00.0|39.87279374|-52.14392943|44.27|20.96|21.99|8.72|25.89|35.07|330.497|54.171|42.752|0.014|0.041|0.024
657|54:10.5|39.46657272|-51.47644376|44.79|20.33|21.84|8.55|25.78|34.85|329.702|53.321|45.099|0.019|0.04|0.027
658|54:21.0|39.0557573|-50.8167854|44.18|22.02|21.67|8.46|25.57|34.57|330.329|52.948|44.833|0.017|0.042|0.025
659|54:31.6|38.6403774|-50.16472747|44.68|23.16|21.66|8.34|25.01|34.12|329.752|52.065|44.828|0.022|0.04|0.025
660|54:42.2|38.22114488|-49.52108869|44.84|20.84|21.34|8.49|24.79|33.79|330.688|53.402|43.534|0.02|0.043|0.03
661|54:52.7|37.79769122|-48.88500274|44.02|18.58|20.96|8.3|24.44|33.25|330.402|53.262|43.562|0.021|0.04|0.028
662|55:03.3|37.37056237|-48.25699692|44.11|21.44|20.62|8|24.19|32.78|329.499|52.596|42.659|0.021|0.041|0.026
663|55:13.8|36.93954181|-47.6364596|44.84|19.78|20.08|7.85|24.12|32.35|329.58|53.883|43.672|0.02|0.042|0.027
664|55:24.4|36.50441761|-47.02282619|44.59|21.06|20.03|7.79|23.32|31.71|328.69|52.964|44.292|0.02|0.04|0.026
665|55:34.9|36.06614314|-46.41716277|43.93|22.09|19.8|7.63|23.4|31.59|327.941|53.061|45.084|0.02|0.041|0.027
666|55:45.5|35.62463273|-45.81905017|44.01|20.85|19.58|7.46|22.77|30.94|327.548|52.22|45.794|0.016|0.041|0.024
667|55:56.0|35.17985596|-45.22816596|44.06|21.45|19.35|7.4|22.35|30.47|326.938|52.84|45.368|0.014|0.041|0.027
668|56:06.6|34.73077711|-44.64290645|44.04|19.47|19.1|7.27|21.8|29.88|327.606|51.55|46.646|0.016|0.041|0.027
669|56:17.2|34.27871263|-44.06475954|44.18|21.5|18.82|7.16|21.37|29.36|327.683|48.1|47.349|0.02|0.041|0.028
670|56:27.7|33.82405083|-43.49394319|44.29|22.7|18.67|6.92|20.81|28.80|327.684|48.84|48.352|0.015|0.041|0.027
671|56:38.2|33.36639249|-42.92969072|43.97|20.78|17.96|6.67|20.65|28.17|326.67|47.215|49.297|0.019|0.042|0.027
672|56:48.9|32.90030687|-42.3652425|44.15|21.04|17.89|6.43|20.56|28.00|326.965|47.443|49.127|0.015|0.042|0.025
673|56:59.5|32.43571084|-41.8124043|43.93|20.7|17.8|6.28|19.76|27.33|327.056|46.316|48.828|0.019|0.041|0.029
674|57:10.0|31.96895553|-41.26644329|44.73|20.82|17.66|6.15|19.61|27.10|327.089|47.347|48.898|0.019|0.041|0.027
675|57:20.6|31.49834964|-40.7251682|44.01|20.9|17.47|5.89|19.42|26.78|327.315|46.331|48.453|0.017|0.041|0.029
676|57:31.2|31.02627444|-40.19109456|43.92|19.27|17.27|5.94|18.65|26.10|328.129|45.511|48.399|0.016|0.041|0.025
677|57:41.7|30.55176421|-39.66287595|44.27|18.95|16.79|6.07|18.61|25.79|329.026|45.269|48.584|0.014|0.039|0.025
678|57:52.3|30.07467934|-39.14014331|44.01|20.11|16.49|6.01|18.38|25.41|329.571|45.235|49.417|0.017|0.04|0.025
679|58:02.8|29.59524424|-38.62293495|43.95|21.94|16.42|5.89|18.14|25.17|330.851|44.29|50.196|0.02|0.04|0.026
680|58:13.4|29.11275012|-38.11029807|44.61|20.03|16.12|5.66|18.04|24.85|330.191|46.723|49.055|0.017|0.041|0.025
681|58:23.9|28.6282995|-37.60321339|44.09|20.76|15.92|5.57|17.39|24.23|330.901|46.873|48.722|0.02|0.041|0.026
682|58:34.5|28.14224431|-37.10183185|43.9|23.04|15.92|5.47|16.75|23.75|331.948|44.997|49.457|0.02|0.04|0.025
683|58:45.0|27.65296888|-36.60430536|44.01|20.88|15.82|5.33|15.98|23.11|331.742|44.815|49.493|0.022|0.041|0.029
684|58:55.6|27.16235028|-36.11236214|44.38|21.42|15.58|5.25|15.42|22.54|331.179|45.516|48.731|0.016|0.041|0.027
685|59:06.1|26.66933315|-35.62475213|44.82|20.77|15.41|5.09|14.85|22.00|331.094|45.432|48.28|0.017|0.042|0.026
686|59:16.7|26.17400784|-35.14139884|44.27|21.2|15.14|5.09|14.5|21.57|331.114|46.587|47.176|0.021|0.041|0.026
687|59:27.3|25.67702691|-34.66276408|43.99|20.57|14.83|4.99|14.03|21.02|329.803|44.934|48.16|0.022|0.041|0.028
688|59:37.8|25.17800818|-34.18830527|44.06|20.91|14.64|5.01|13.7|20.67|329.301|44.824|48.229|0.019|0.04|0.025
689|59:48.4|24.67736549|-33.71824656|44.13|21.27|14.59|4.7|13.32|20.31|329.26|42.232|48.653|0.021|0.041|0.026
690|59:58.9|24.17531314|-33.25261429|44.2|20.28|14.46|4.64|12.9|19.93|329.482|44.505|47.148|0.018|0.04|0.029
691|00:09.5|23.67148423|-32.79090144|43.88|20.9|14.25|4.88|12.43|19.53|329.011|43.711|47.596|0.013|0.041|0.027
692|00:20.0|23.16580985|-32.33289036|43.95|20.38|14.1|4.92|12.04|19.18|329.652|43.129|47.627|0.014|0.042|0.026
693|00:30.6|22.6583702|-31.87850337|44.52|21.87|14.04|4.82|11.55|18.81|330.399|43.619|46.759|0.014|0.04|0.028
694|00:41.1|22.14965242|-31.42802207|44.25|20.91|13.78|4.82|11.23|18.42|329.953|44.056|45.567|0.015|0.041|0.028
695|00:51.7|21.63919805|-30.98088976|44.7|20.87|13.56|4.71|10.59|17.84|329.192|45.038|44.438|0.017|0.041|0.024
696|01:02.2|21.12707122|-30.5370216|44.22|20.43|13.49|4.46|10.18|17.48|329.772|46.005|41.838|0.018|0.041|0.028
697|01:12.8|20.61340057|-30.09638908|44.56|21.3|13.55|4.27|9.14|16.89|327.073|44.985|40.757|0.013|0.042|0.027
698|01:23.4|20.09884958|-29.65941463|44.2|20.83|13.31|4.37|9.13|16.72|328.16|45.224|40.557|0.016|0.04|0.026
699|01:33.9|19.58322954|-29.22578934|43.93|20.42|13.18|4.32|7.94|15.98|328.762|45.29|40.186|0.02|0.041|0.029
700|01:44.5|19.06555735|-28.79455589|44.63|20.26|13.07|4.06|6.99|15.37|328.586|42.413|41.139|0.013|0.04|0.027
701|01:55.0|18.54691972|-28.3664909|44.31|22.76|12.6|3.9|7.33|15.09|328.523|44.877|39.448|0.015|0.04|0.026
702|02:05.6|18.02723083|-27.9413865|44.01|21.02|12.34|4.12|7.09|14.82|328.442|44.515|38.696|0.015|0.041|0.025
703|02:16.1|17.50664008|-27.51923068|44.18|21.77|12.34|3.47|6.41|14.33|328.377|44.43|36.118|0.021|0.041|0.026
704|02:26.7|16.9846502|-27.09949274|44.24|18.94|12.34|3.49|6|14.16|328.568|45.835|35.043|0.02|0.042|0.028
705|02:37.2|16.46138739|-26.68215322|44.24|21.44|12.39|3.53|5.38|13.96|327.332|46.447|31.973|0.02|0.043|0.028
706|02:47.8|15.93646082|-26.26678424|43.93|20.76|12.25|3.39|5.29|13.77|329.098|45.364|31.713|0.019|0.041|0.027
707|02:58.4|15.41101975|-25.85417425|44.22|20.28|12.11|3.55|4.67|13.46|328.157|45.732|30.513|0.021|0.041|0.027
708|03:08.9|14.88530674|-25.44438306|43.93|20.92|11.82|3.65|4.18|13.06|327.406|46.399|29.528|0.016|0.042|0.027
709|03:19.5|14.35867214|-25.03678011|44.82|20.83|11.73|3.61|3.51|12.76|328.748|47.195|28.854|0.016|0.042|0.027
710|03:30.0|13.8306743|-24.63091084|44.27|20.13|11.71|3.54|2.83|12.56|329.374|46.268|27.158|0.014|0.042|0.027
711|03:40.6|13.30258905|-24.22763887|44.27|20.39|11.54|3.51|2.31|12.28|329.459|46.6|26.74|0.016|0.039|0.022
712|03:51.1|12.77323526|-23.82594647|44.13|20.97|11.38|3.62|1.76|12.07|328.81|49.846|23.289|0.018|0.042|0.027
713|04:01.7|12.24370669|-23.42655079|44.68|21.21|11.4|3.66|1.34|12.05|329.127|47.014|21.364|0.021|0.042|0.028
714|04:12.2|11.71149716|-23.02745965|44.34|20.63|11.62|3.94|1.05|12.31|328.975|46.341|18.856|0.017|0.043|0.025
715|04:22.8|11.1798952|-22.63103355|44.17|20.72|12.2|3.92|0.41|12.82|329.319|46.55|18.422|0.017|0.041|0.027
716|04:33.3|10.64831273|-22.23671348|44.43|21.54|11.81|3.81|-0.06|12.41|329.397|45.218|15.698|0.016|0.041|0.023
717|04:43.9|10.11500511|-21.84310064|44.25|20.02|11.69|3.75|-0.76|12.30|328.276|46.644|13.658|0.016|0.043|0.026
718|04:54.5|9.581643701|-21.45132577|44.27|19.68|11.46|3.63|-0.79|12.05|328.719|47.291|12.469|0.015|0.041|0.025
719|05:05.0|9.047657066|-21.06086175|44.04|20.87|11.53|3.72|-1.75|12.24|327.082|47.514|11.293|0.017|0.042|0.025
720|05:15.6|8.513559616|-20.6719793|44.36|21.11|11.47|3.52|-2.74|12.31|326.603|46.714|7.957|0.017|0.041|0.026
721|05:26.1|7.978869386|-20.28422329|44.2|19.62|11.52|3.65|-2.95|12.44|326.861|48.603|4.498|0.02|0.041|0.027
722|05:36.7|7.443019072|-19.89708371|44.34|20.78|11.31|4.02|-3.37|12.47|326.389|47.905|2.95|0.014|0.042|0.026
723|05:47.2|6.907200704|-19.51132155|44.18|23.25|11.09|4.22|-3.84|12.47|325.939|48.37|358.914|0.016|0.041|0.026
724|05:57.8|6.371283808|-19.12673967|44.25|20.11|11.1|4.11|-4.49|12.66|325.047|47.174|357.861|0.02|0.04|0.025
725|06:08.3|5.83440998|-18.74262337|44.36|22.23|11.21|3.96|-4.74|12.80|325.412|46.636|357.09|0.016|0.041|0.027
726|06:18.9|5.297767394|-18.35972386|43.97|20.82|11.24|4.07|-5.15|13.02|325.259|46.897|355.757|0.017|0.041|0.028
727|06:29.4|4.760573083|-17.97738317|44.59|21.7|11.25|4.49|-5.94|13.49|324.804|47.721|351.738|0.018|0.041|0.028
728|06:40.0|4.223700446|-17.59612432|44.22|20.38|11.18|4.67|-6.37|13.69|324.695|48.666|350.614|0.019|0.041|0.027
729|06:50.5|3.685616757|-17.21476233|43.92|21.97|11.31|4.87|-6.77|14.05|323.404|49.447|346.727|0.02|0.04|0.028
730|07:01.1|3.148678781|-16.83487004|44.2|20.61|11.28|4.84|-6.96|14.11|323.437|51.847|343.743|0.013|0.041|0.029
731|07:11.6|2.614219774|-16.4572881|44.11|20.4|11.35|4.83|-7.62|14.50|323.28|49.853|342.091|0.022|0.04|0.026
732|07:22.1|2.077418992|-16.07851484|43.83|20.64|11.46|4.81|-8.32|14.96|322.375|50.327|339.589|0.018|0.04|0.029
733|07:32.6|1.541423188|-15.70067744|43.88|20.82|11.52|4.75|-8.79|15.25|322.606|47.351|340.176|0.016|0.041|0.027
734|07:43.1|1.004379801|-15.32237509|44.2|21.48|11.74|4.88|-8.97|15.56|323.532|48.321|338.756|0.017|0.042|0.025
735|07:53.7|0.468421437|-14.94501539|44.54|20.64|11.81|5.25|-9.36|15.96|323.284|49.613|336.289|0.019|0.041|0.027
736|08:04.2|-0.067710743|-14.56761719|44.73|17.88|11.97|5.5|-9.98|16.53|323.748|47.737|335.395|0.016|0.041|0.026
737|08:14.7|-0.604397517|-14.18981817|44.4|19.93|12.08|5.58|-10.26|16.80|325.284|47.344|334.413|0.014|0.041|0.026
738|08:25.2|-1.140370317|-13.81241703|44.47|20.31|12.21|5.6|-10.72|17.19|326.239|46.407|333.89|0.021|0.04|0.027
739|08:35.7|-1.67679015|-13.43450184|44.91|20.33|12.1|5.82|-11.08|17.41|326.133|46.331|333.807|0.015|0.041|0.028
740|08:46.2|-2.212654093|-13.0566847|44.22|21.06|12.23|5.99|-11.41|17.77|326.576|45.812|333.488|0.019|0.04|0.027
741|08:56.7|-2.748455536|-12.67852343|44.34|20.84|12.2|6.18|-11.4|17.80|327.717|46.842|331.469|0.015|0.042|0.026
742|09:07.2|-3.283437576|-12.30045831|44.18|20.9|12.36|6.41|-11.15|17.84|328.409|49.219|328.379|0.019|0.04|0.026
743|09:17.8|-3.818958736|-11.92143422|44.66|20.95|12.48|6.81|-11.79|18.47|328.802|49.406|326.5|0.016|0.041|0.026
744|09:28.3|-4.353875288|-11.54216483|44.17|21.87|12.62|6.62|-12.32|18.84|329.829|48.145|325.778|0.02|0.042|0.027
745|09:38.8|-4.889181001|-11.16184922|44.68|21.73|12.9|7|-12.54|19.30|330.148|48.597|324.588|0.015|0.04|0.025
746|09:49.3|-5.42303068|-10.78170357|43.92|21.66|12.89|7|-13.12|19.68|330.201|48.311|323.426|0.013|0.042|0.026
747|09:59.8|-5.956850483|-10.40061814|44.17|21.04|12.92|7.08|-13.61|20.06|328.653|49.679|321.584|0.016|0.042|0.028
748|10:10.3|-6.490532601|-10.01857163|44.27|20.74|12.93|6.65|-14.16|20.30|328.462|50.784|318.879|0.019|0.04|0.026
749|10:20.8|-7.023614523|-9.635797718|43.92|20.69|13.04|7.06|-14.43|20.69|328.084|49.693|318.323|0.017|0.042|0.024
750|10:31.3|-7.556110967|-9.252189096|44.82|21.12|13.23|7.68|-14.68|21.20|328.437|47.846|318.985|0.012|0.041|0.027
751|10:41.8|-8.088455703|-8.867334101|44.25|20.97|13.38|8.1|-14.83|21.55|328.551|46.513|318.124|0.016|0.041|0.027
752|10:52.3|-8.620352971|-8.481345781|44.17|21.05|13.52|8.02|-15.44|22.03|328.289|47.219|316.98|0.019|0.042|0.027
753|11:02.8|-9.151154806|-8.094596486|43.99|21.58|13.44|8.12|-15.52|22.08|326.951|48.78|314.963|0.022|0.041|0.027
754|11:13.3|-9.681587964|-7.706457531|44.27|21.37|13.49|8.39|-15.81|22.41|327.476|49.079|314.728|0.017|0.041|0.025
755|11:23.8|-10.21171533|-7.316778854|44.22|19.6|13.84|8.46|-16.58|23.20|327.83|50.459|314.168|0.014|0.043|0.026
756|11:34.3|-10.74074586|-6.92604021|44.88|21.1|13.78|8.9|-16.74|23.44|328.089|50.209|313.27|0.016|0.042|0.027
757|11:44.8|-11.26904592|-6.533870306|44.24|21.98|14|8.95|-16.7|23.56|328.681|49.332|311.5|0.018|0.041|0.026
758|11:55.3|-11.79634522|-6.140367459|44.82|20.97|14.17|8.75|-16.88|23.71|328.125|50.273|309.48|0.019|0.042|0.026
759|12:05.8|-12.32398466|-5.744420585|43.93|21.06|14.39|8.83|-17.15|24.07|328.333|50.219|308.373|0.018|0.041|0.026
760|12:16.3|-12.84981273|-5.347537219|44.2|20.86|14.43|8.87|-17.42|24.30|329.343|53.322|306.702|0.02|0.041|0.027
761|12:26.8|-13.37510225|-4.94865374|44.41|21.92|14.52|9.05|-17.57|24.52|328.274|53.544|306.328|0.018|0.041|0.026
762|12:37.3|-13.89858427|-4.548629689|44.24|21.43|14.85|9.4|-17.95|25.12|328.097|52.657|305.905|0.018|0.042|0.026
763|12:47.8|-14.4220133|-4.146014984|43.95|20.42|15.08|9.83|-17.82|25.33|329.105|52.629|305.986|0.016|0.041|0.025
764|12:58.2|-14.94452769|-3.741354302|43.9|21.25|15.18|10.03|-17.68|25.37|328.71|51.205|305.289|0.018|0.041|0.026
765|13:08.7|-15.46596585|-3.334660426|43.95|20.08|15.1|9.97|-17.78|25.37|328.088|51.331|305.008|0.02|0.041|0.027
766|13:19.2|-15.98649695|-2.925686868|44.72|21.46|15.23|10|-18.2|25.75|329.254|50.895|304.267|0.013|0.04|0.029
767|13:29.7|-16.50570804|-2.51464352|44.45|20.97|15.54|10.09|-18.43|26.13|330.945|49.912|305.382|0.019|0.041|0.026
768|13:40.2|-17.02371812|-2.101322064|44.24|19.69|15.73|10.46|-18.68|26.57|331.653|49.471|305.754|0.022|0.039|0.028
769|13:50.7|-17.54131246|-1.684970824|44.08|21.08|15.73|10.87|-18.49|26.60|331.924|49.124|305.079|0.02|0.041|0.028
770|14:01.2|-18.05716444|-1.266534439|44.2|20.96|15.77|11.03|-18.54|26.72|331.806|48.317|304.222|0.016|0.041|0.029
771|14:11.6|-18.57154429|-0.845679397|44.25|20.89|15.81|11.02|-18.93|27.01|332.036|46.005|305.018|0.016|0.041|0.025
772|14:22.1|-19.08532528|-0.421562226|44.7|20.49|16.08|11.18|-19.19|27.42|333.318|46.387|304.219|0.02|0.041|0.027
773|14:32.6|-19.59794291|0.00548672|44.17|21.02|16.62|11.45|-18.99|27.71|333.297|45.076|304.052|0.016|0.042|0.026
774|14:43.1|-20.10968166|0.435840573|43.95|20.7|16.79|11.61|-18.8|27.75|332.977|45.311|302.239|0.015|0.042|0.026
775|14:53.6|-20.61929521|0.868579097|44.45|21.13|16.84|11.59|-19.07|27.96|332.869|42.715|301.778|0.015|0.041|0.027
776|15:04.0|-21.12726453|1.304232083|44.2|18.84|16.9|11.63|-19.12|28.04|332.611|43.585|300.953|0.015|0.042|0.026
777|15:14.5|-21.63407448|1.743352032|44.25|20.75|17.12|11.73|-18.98|28.12|333.218|42.282|301.707|0.021|0.04|0.025
778|15:25.0|-22.13921309|2.185635226|44.09|20.46|16.89|11.94|-18.99|28.08|332.028|42.4|301.768|0.017|0.04|0.025
779|15:35.5|-22.64354929|2.631991459|44.4|21.59|16.94|11.97|-18.96|28.10|331.301|43.294|301.043|0.02|0.041|0.028
780|15:46.0|-23.14700829|3.082519621|43.95|19.89|17.19|11.83|-19.11|28.30|331.558|44.066|300.498|0.02|0.04|0.026
781|15:56.5|-23.64762969|3.535604876|44.29|20.31|16.43|12.05|-19.21|28.00|330.471|43.741|300.945|0.016|0.042|0.026
782|16:06.9|-24.14661611|3.992467258|44.04|19.03|16.92|12.21|-19.16|28.33|329.973|43.38|300.801|0.016|0.042|0.025
783|16:17.4|-24.64345895|4.452787026|44.2|20.19|17.27|12.61|-19.17|28.72|331.258|43.006|301.168|0.016|0.042|0.028
784|16:27.9|-25.13982364|4.918277196|44.33|20.45|17.41|12.92|-19.09|28.89|331.844|42.69|301.3|0.015|0.043|0.025
785|16:38.4|-25.63356534|5.387093299|44.75|19.32|17.73|12.87|-19.02|29.01|332.951|42.529|300.982|0.019|0.04|0.026
786|16:48.9|-26.12544742|5.860108071|43.97|20.73|17.98|12.76|-19|29.10|333.473|43.843|300.77|0.02|0.041|0.026
787|16:59.3|-26.61539854|6.337417934|43.93|21.83|18.07|12.6|-18.94|29.05|334.912|43.12|302.22|0.016|0.041|0.027
788|17:09.8|-27.10338513|6.819158681|44.17|19.9|18.12|12.74|-18.92|29.13|334.379|42.744|303.766|0.017|0.041|0.026
789|17:20.3|-27.58899135|7.305084785|44.17|19.33|18.04|12.92|-18.72|29.03|333|43.511|303.455|0.017|0.042|0.026
790|17:30.8|-28.07306504|7.796224361|44.7|19.54|17.97|13.01|-18.69|29.01|333.455|45.738|303.789|0.016|0.04|0.026
791|17:41.2|-28.55448585|8.291620614|44.18|21.92|18.28|12.81|-18.79|29.18|332.756|44.931|303.023|0.015|0.041|0.025
792|17:51.7|-29.03385466|8.792066904|43.88|21.92|18.22|12.95|-18.94|29.30|332.418|44.477|303.383|0.015|0.041|0.026
793|18:02.2|-29.50992415|9.296426867|44.11|21.2|18.04|13.12|-18.94|29.26|332.009|43.1|304.268|0.02|0.041|0.027
794|18:12.7|-29.9850902|9.807438299|44.24|19.98|18.17|13.08|-18.82|29.25|331.855|43.348|304.565|0.017|0.041|0.027
795|18:23.2|-30.45869991|10.32464926|44.52|21.62|18.27|13.19|-19.08|29.53|330.923|44.24|303.035|0.019|0.04|0.026
796|18:33.7|-30.92946874|10.84686859|44.17|21.26|18.11|13.14|-18.81|29.23|329.939|44.021|302.102|0.017|0.041|0.027
797|18:44.1|-31.39652455|11.37329155|44.77|20.96|18.04|12.98|-18.65|29.01|329.216|45.508|301.368|0.018|0.041|0.027
798|18:54.6|-31.86091813|11.90527583|44.22|21.05|18.14|12.76|-18.64|28.97|328.945|45.73|301.983|0.017|0.041|0.026
799|19:05.1|-32.32309464|12.44355342|43.9|21.28|18.17|12.67|-18.84|29.08|329.59|45.683|301.719|0.022|0.04|0.029
800|19:15.6|-32.78269234|12.98793689|43.85|21.59|18.09|12.74|-19.04|29.19|330.423|47.634|301.486|0.015|0.043|0.025
